,id,manufacturer,company_location,year_reviewed,bar_name,cocoa_percent,rating
1052,2282,Georgia Ramon,Germany,2019,Chuao,75.0,2.75
1053,1672,Glennmade,U.S.A.,2015,Bahia,66.0,3.0
1054,1848,Glennmade,U.S.A.,2016,"Toledo District, 2015 Harvest",70.0,3.5
1055,1924,Goodnow Farms,U.S.A.,2016,"Almendra Blanca, batch 1004",77.0,2.75
1056,1924,Goodnow Farms,U.S.A.,2016,"Asochivite, batch 1005",77.0,3.25
1057,1924,Goodnow Farms,U.S.A.,2016,"El Carmen, batch 1003",77.0,3.25
1058,2032,Goodnow Farms,U.S.A.,2017,"Ucayali, batch 1041",70.0,3.25
1059,2446,Goodnow Farms,U.S.A.,2019,Boyaca,73.0,2.5
1060,2446,Goodnow Farms,U.S.A.,2019,Coto Brus,73.0,3.0
1061,2602,Goodnow Farms,U.S.A.,2021,"Costa Esmeraldas, Salazar Farm",70.0,3.75
1062,2194,Gotham,U.S.A.,2018,Maya Mtn,70.0,2.75
1063,2642,Gotham,U.S.A.,2021,"Idukki Hills, ""Adventurous""",70.0,3.0
1064,2642,Gotham,U.S.A.,2021,"Alto Beni, ""Wild""",70.0,3.25
1065,2644,Gotham,U.S.A.,2021,Oko Caribe,70.0,3.25
1066,741,Grand Place,Vietnam,2011,"Ben Tre, Dong Nai",72.0,3.0
1067,2692,Great Lakes,U.S.A.,2021,"Sambirano, Ambanja, batch 11",72.0,3.5
1068,2692,Great Lakes,U.S.A.,2021,"Kokoa Kamili, Kilombero District, batch 11",70.0,3.5
1069,2692,Great Lakes,U.S.A.,2021,"Duarte Province, El Cibao, batch 10",75.0,3.5
1070,2696,Great Lakes,U.S.A.,2021,"Dak Lak, batch 09",73.0,3.5
1071,15,Green & Black's (ICAM),U.K.,2006,Dark,70.0,2.5
1072,1896,Green Bean to Bar,Japan,2016,Madagascar,70.0,3.5
1073,2382,Green Bean to Bar,Japan,2019,Nativo Blanco,73.0,2.5
1074,2696,Green Door,U.K.,2021,"Idukki Hills, batch 11",70.0,3.0
1075,241,Grenada Chocolate Co.,Grenada,2008,Grenada,71.0,2.5
1076,363,Grenada Chocolate Co.,Grenada,2009,Grenada,60.0,2.75
1077,494,Grenada Chocolate Co.,Grenada,2010,Grenada,82.0,3.25
1078,355,Guido Castagna,Italy,2009,"Arriba, A.S.S., prototype",64.0,3.0
1079,355,Guido Castagna,Italy,2009,"Ghana, prototype",64.0,3.0
1080,355,Guido Castagna,Italy,2009,"Trinidad & Tobago, prototype",64.0,3.0
1081,355,Guido Castagna,Italy,2009,Lacri Blend,76.0,3.0
1082,355,Guido Castagna,Italy,2009,"Ven, Trinidad, Ecuador, prototype",64.0,3.25
1083,2060,Guido Castagna,Italy,2018,Madagascar,70.0,2.75
1084,87,Guittard,U.S.A.,2006,Sur del Lago,65.0,2.5
1085,15,Guittard,U.S.A.,2006,Chucuri,65.0,3.0
1086,99,Guittard,U.S.A.,2006,Semisweet,61.0,3.0
1087,87,Guittard,U.S.A.,2006,"Sambirano, Ambanja",65.0,3.5
1088,93,Guittard,U.S.A.,2006,"Los Rios, Quevedo",65.0,3.5
1089,93,Guittard,U.S.A.,2006,Tsaranta,61.0,3.5
1090,147,Guittard,U.S.A.,2007,Quetzalcoatl,72.0,3.5
1091,259,Guittard,U.S.A.,2008,Machu Pichu,65.0,3.0
1092,276,Guittard,U.S.A.,2008,Special Maker Reserve,64.0,3.0
1093,276,Guittard,U.S.A.,2008,Ocumare,65.0,3.5
1094,316,Guittard,U.S.A.,2009,"O'ahu Island, N. Shore, Waialua E., Kakoleka",55.0,3.0
1095,387,Guittard,U.S.A.,2009,Nocturne,91.0,3.0
1096,387,Guittard,U.S.A.,2009,Complexite,70.0,3.5
1097,552,Guittard,U.S.A.,2010,Trinidad,65.0,3.0
1098,654,Guittard,U.S.A.,2011,Coucher du Soleil,72.0,2.75
1099,654,Guittard,U.S.A.,2011,Lever du Soleil,61.0,3.25
1100,654,Guittard,U.S.A.,2011,Onyx,72.0,3.25
1101,1053,Guittard,U.S.A.,2013,Haiti,65.0,2.75
1102,1053,Guittard,U.S.A.,2013,Nicaragua,65.0,2.75
1103,1053,Guittard,U.S.A.,2013,Jamaica,65.0,3.25
1104,1053,Guittard,U.S.A.,2013,Ecuador,65.0,3.5
1105,1602,Guittard,U.S.A.,2015,"Epique, Blend No. 49",70.0,3.75
1106,1205,Habitual,Canada,2014,one hundred,100.0,2.0
1107,1197,Habitual,Canada,2014,Papua New Guinea,80.0,2.75
1108,1197,Habitual,Canada,2014,Campesino w/ nibs,74.0,2.75
1109,1201,Habitual,Canada,2014,Downtown London,65.0,2.75
1110,1201,Habitual,Canada,2014,Africa meets Latina,70.0,3.0
1111,1201,Habitual,Canada,2014,Amazonas,80.0,3.0
1112,1197,Habitual,Canada,2014,Dominican Republic,75.0,3.25
1113,1201,Habitual,Canada,2014,"Hawai'i Island, Sharkey",66.0,3.25
1114,1197,Habitual,Canada,2014,Trinidad & Tobago,70.0,3.5
1115,166,Hachez,Germany,2007,Arriba,77.0,2.5
1116,1327,Hacienda El Castillo,Ecuador,2014,Don Homero- Cerecita Valley,55.0,2.75
1117,1327,Hacienda El Castillo,Ecuador,2014,Don Homero- Cerecita Valley,70.0,3.0
1118,701,Haigh,Australia,2011,South America and Africa,70.0,3.0
1119,1696,Harper Macaw,U.S.A.,2015,Brazil Blend,67.0,3.0
1120,1700,Harper Macaw,U.S.A.,2015,"Tome Acu E., Amazon Rainforest",77.0,3.5
1121,1700,Harper Macaw,U.S.A.,2015,"Vale do Juliana E., Atlantic Forest",74.0,3.5
1122,1808,Harper Macaw,U.S.A.,2016,"Vale do Juliana, w/ nibs",85.0,3.25
1123,2040,Harper Macaw,U.S.A.,2018,Libiano,75.0,3.0
1124,2330,Harris & James,U.K.,2019,Kerla,70.0,3.0
1125,2270,Harris & James,U.K.,2019,"Ben Tre, batch 133",70.0,3.25
1126,2382,Hazel Hill,U.S.A.,2019,Maranon,65.0,2.75
1127,2378,Hazel Hill,U.S.A.,2019,Kokoa Kamili,72.0,3.25
1128,2378,Hazel Hill,U.S.A.,2019,Oko Caribe,70.0,3.5
1129,2606,Hecho,Mexico,2021,"Soconusco, La Rioja Farm, Chiapas",70.0,3.5
1130,1876,Heilemann,Germany,2016,Peru,64.0,2.75
1131,2302,Heinde & Verre,Netherlands,2019,"Pulau, Bali",71.0,2.5
1132,2306,Heinde & Verre,Netherlands,2019,"Dutch Blend, Ven.- Bali- Trinidad",71.0,2.5
1133,2302,Heinde & Verre,Netherlands,2019,"Porcelana, Maracaibo",71.0,3.0
1134,1748,Heirloom Cacao Preservation (Brasstown),U.S.A.,2016,"Maya Mtn, Moho R., Toledo D., 2015",70.0,3.25
1135,1748,Heirloom Cacao Preservation (Fruition),U.S.A.,2016,"Cota Brus, Terciopelo, 2015",74.0,3.5
1136,1243,Heirloom Cacao Preservation (Guittard),U.S.A.,2014,"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",67.0,3.0
1137,1239,Heirloom Cacao Preservation (Guittard),U.S.A.,2014,"Alto Beni, Upper Rio Beni, 2014",67.0,3.5
1138,1243,Heirloom Cacao Preservation (Guittard),U.S.A.,2014,"Los Rios, Hacienda Limon, Orecao, 2014",67.0,3.75
1139,1243,Heirloom Cacao Preservation (Guittard),U.S.A.,2014,"O'ahu Island, Maunawili, Agri Research C., 2014",67.0,3.75
1140,1744,Heirloom Cacao Preservation (Manoa),U.S.A.,2016,"O'ahu Island, Maunawili, Agri Research C., 2015",72.0,3.5
1141,1744,Heirloom Cacao Preservation (Millcreek),U.S.A.,2016,"Los Rios, Hacienda Limon, Orecao, 2015",70.0,3.5
1142,1748,Heirloom Cacao Preservation (Mindo),U.S.A.,2016,"Pinchincha, Mindo, Coop Nueva Esper., 2015",77.0,3.5
1143,1744,Heirloom Cacao Preservation (Zokoko),U.S.A.,2016,"Alto Beni, Upper Rio Beni, 2015",68.0,3.75
1144,1744,Heirloom Cacao Preservation (Zokoko),U.S.A.,2016,"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",72.0,4.0
1145,1458,hello cocoa (now Markham & Fitz),U.S.A.,2015,Uganda,57.0,2.75
1146,1462,hello cocoa (now Markham & Fitz),U.S.A.,2015,Venezuela,74.0,3.5
1147,2614,Hemisphere,U.S.A.,2021,"Esmeraldas, Muisne Estate",70.0,2.75
1148,2614,Hemisphere,U.S.A.,2021,"Matagalpa, El Tuma region",70.0,3.25
1149,1546,hexx,U.S.A.,2015,Tanzania,70.0,2.75
1150,1546,hexx,U.S.A.,2015,Madagascar,74.0,3.0
1151,1546,hexx,U.S.A.,2015,Venezuela,70.0,3.0
1152,1550,hexx,U.S.A.,2015,Ecuador,73.0,3.25
1153,1550,hexx,U.S.A.,2015,Peru,70.0,3.25
1154,2150,hexx,U.S.A.,2018,"Maranon, batch 0723",70.0,2.25
1155,2146,hexx,U.S.A.,2018,"Camino Verde, batch 0722",73.0,2.5
1156,2150,hexx,U.S.A.,2018,"Sambirano Valley, batch 0124",74.0,2.75
1157,2150,hexx,U.S.A.,2018,"Kokoa Kamili, batch 0214",70.0,3.0
1158,2146,hexx,U.S.A.,2018,"Oko Caribe, batch 0719",71.0,3.5
1159,1712,Hogarth,New Zealand,2016,Akesson's Estate,70.0,2.75
1160,1712,Hogarth,New Zealand,2016,Carenero Superior,72.0,2.75
1161,1712,Hogarth,New Zealand,2016,Conacado,75.0,3.25
1162,1712,Hogarth,New Zealand,2016,Gran Blanco,66.0,3.5
1163,2426,Hogarth,New Zealand,2019,"Porcelana, Lake Maracaibo",68.0,3.25
1164,2450,Hogarth,New Zealand,2019,Hacienda Victoria,85.0,3.5
1165,414,Hoja Verde (Tulicorp),Ecuador,2009,Arriba,80.0,2.0
1166,414,Hoja Verde (Tulicorp),Ecuador,2009,Manabi,80.0,2.5
1167,414,Hoja Verde (Tulicorp),Ecuador,2009,Arriba,72.0,3.0
1168,414,Hoja Verde (Tulicorp),Ecuador,2009,Arriba,58.0,3.25
1169,414,Hoja Verde (Tulicorp),Ecuador,2009,Manabi,58.0,3.5
1170,431,Holy Cacao,Israel,2009,Ivory Coast,70.0,2.5
1171,431,Holy Cacao,Israel,2009,Hispaniola,70.0,2.75
1172,431,Holy Cacao,Israel,2009,San Martin,70.0,3.5
1173,431,Holy Cacao,Israel,2009,Hispaniola w/ nibs,75.0,3.75
1174,1466,Holy Cacao,Israel,2015,"Camino Verde P., Balao, Guayas",70.0,3.5
1175,1466,Holy Cacao,Israel,2015,Sambirano,70.0,3.5
1176,1466,Holy Cacao,Israel,2015,Gran Couva,70.0,3.5
1177,1466,Holy Cacao,Israel,2015,Mara,70.0,3.5
1178,1872,Holy Cacao,Israel,2016,Maranon,70.0,2.75
1179,1327,Honest,South Africa,2014,"Ecuador, w/ nibs, batch 140224-1",72.0,2.5
1180,1113,Hotel Chocolat,U.K.,2013,"Island Growers, 2012, 120hr c., batch 13080",100.0,1.75
1181,1030,Hotel Chocolat,U.K.,2013,"Marcial, single Cote, 2012",70.0,4.0
1182,1654,Hotel Chocolat,U.K.,2015,"Pepiniere, single Cote",70.0,2.75
1183,2134,Hotel Chocolat,U.K.,2018,"Sierra Nevada, Cienaga",75.0,2.75
1184,2386,Hotel Chocolat,U.K.,2019,Copan,72.0,3.0
1185,2386,Hotel Chocolat,U.K.,2019,Kilombero Valley,80.0,3.0
1186,296,Hotel Chocolat (Coppeneur),U.K.,2008,Uganda,80.0,2.5
1187,296,Hotel Chocolat (Coppeneur),U.K.,2008,Tanzania,75.0,2.75
1188,245,Hotel Chocolat (Coppeneur),U.K.,2008,St. Lucia,72.0,3.0
1189,300,Hotel Chocolat (Coppeneur),U.K.,2008,Uba Budo,72.0,3.0
1190,552,Hotel Chocolat (Coppeneur),U.K.,2010,Ecuador,70.0,2.75
1191,600,Hotel Chocolat (Coppeneur),U.K.,2010,Chuao,70.0,2.75
1192,552,Hotel Chocolat (Coppeneur),U.K.,2010,Santo Domingo,70.0,3.0
1193,623,Hotel Chocolat (Coppeneur),U.K.,2011,"Los Rios, H. Iara, 96hr c.",80.0,3.0
1194,623,Hotel Chocolat (Coppeneur),U.K.,2011,"Island Growers, 120hr c.",65.0,3.0
1195,623,Hotel Chocolat (Coppeneur),U.K.,2011,"Island Growers, 96hr c.",65.0,3.25
1196,809,Hotel Chocolat (Coppeneur),U.K.,2012,Sambirano,66.0,3.5
1197,1113,Hotel Chocolat (Coppeneur),U.K.,2013,"Los Rios, H. Iara, 2012, 120hr c., batch 13092",100.0,2.5
1198,1109,Hotel Chocolat (Coppeneur),U.K.,2013,"Chanchamayo, Pichanadi, 2012, 60hr c., b.13092",100.0,2.75
1199,1113,Hotel Chocolat (Coppeneur),U.K.,2013,"Conacado, 2012, 120hr c.batch 13092",100.0,2.75
1200,1038,Hotel Chocolat (Coppeneur),U.K.,2013,Trinidad,75.0,3.0
1201,1065,Hotel Chocolat (Coppeneur),U.K.,2013,"Los Rios, H. Iara",90.0,3.0
1202,1065,Hotel Chocolat (Coppeneur),U.K.,2013,"Somia Plantation, Akesson, 2012, Rabot",72.0,3.0
1203,1038,Hotel Chocolat (Coppeneur),U.K.,2013,Mekong Delta & Dong Nai,80.0,3.5
1204,1065,Hotel Chocolat (Coppeneur),U.K.,2013,"Los Rios, H. Iara, 2012",82.0,3.5
1205,1097,Hummingbird,Canada,2013,"Ocumare, Cumboto, batch 16",70.0,3.25
1206,1097,Hummingbird,Canada,2013,"Amazonas, batch 14",70.0,3.75
1207,1307,Hummingbird,Canada,2014,"Bolivia, batch 85",70.0,3.0
1208,1311,Hummingbird,Canada,2014,"Bolivia, Bo-nib-ia, w/ nibs, batch 78",70.0,3.0
1209,1311,Hummingbird,Canada,2014,"Momotombo, batch 74",70.0,3.0
1210,1387,Hummingbird,Canada,2014,Zorzal Reserva w/ Charles Kerchner,70.0,3.5
1211,1311,Hummingbird,Canada,2014,"Hispaniola, batch 73",70.0,3.75
1212,1542,Hummingbird,Canada,2015,Lam Dong,70.0,3.5
1213,729,Idilio (Felchlin),Switzerland,2011,"Choroni, Finca Torres, 48hr c.",72.0,3.25
1214,737,Idilio (Felchlin),Switzerland,2011,"Ocumare, H. Cata, w/ nibs",72.0,3.5
1215,725,Idilio (Felchlin),Switzerland,2011,Coopertiva Amazona,72.0,3.75
1216,725,Idilio (Felchlin),Switzerland,2011,"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",72.0,3.75
1217,733,Idilio (Felchlin),Switzerland,2011,"Ocumare, H. Cata, 48hr c.",72.0,3.75
1218,733,Idilio (Felchlin),Switzerland,2011,"Porcelana, Zulia",74.0,4.0
1219,737,Idilio (Felchlin),Switzerland,2011,"Carenero Superior, Urrutia, Barlovento",70.0,4.0
1220,737,Idilio (Felchlin),Switzerland,2011,Coopertiva Amazona w/ nibs,72.0,4.0
1221,737,Idilio (Felchlin),Switzerland,2011,"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",72.0,4.0
1222,1085,Idilio (Felchlin),Switzerland,2013,"Chuao, (Choroni, Ven.)",72.0,3.75
1223,1788,Indah,India,2016,India (south),61.0,2.5
1224,1255,Indi,U.S.A.,2014,Honduras,77.0,3.0
1225,2008,Indi,U.S.A.,2017,Lam Dong,72.0,3.25
1226,943,iQ Chocolate,Scotland,2012,"Satipo region, white label",72.0,2.75
1227,943,iQ Chocolate,Scotland,2012,black label,72.0,3.0
1228,1279,Isidro,U.S.A.,2014,"Peru, batch 25",72.0,2.25
1229,1279,Isidro,U.S.A.,2014,"Belize, batch 26",72.0,3.25
1230,1279,Isidro,U.S.A.,2014,"Dominican Republic, batch 30",72.0,3.25
1231,1275,Isidro,U.S.A.,2014,"Madagascar, batch 27",72.0,3.5
1232,2250,Islands Chocolate,St.Vincent-Grenadines,2018,Perseverance E.,72.0,2.75
1233,1546,Izard,U.S.A.,2015,"Elvesia P., Batch 32",70.0,2.75
1234,1542,Izard,U.S.A.,2015,"Maya Mountain, Toledo, Batch 29",70.0,3.5
1235,5,Jacque Torres,U.S.A.,2006,Trinatario Treasure,71.0,2.0
1236,2146,Jean Marie Auboine,U.S.A.,2018,"Venezuela, batch 107",72.0,3.25
1237,1976,Johnny Iuzzini,U.S.A.,2017,Mount Pleasant,67.0,3.0
1238,1976,Johnny Iuzzini,U.S.A.,2017,"San Martin, Oro Verde",75.0,3.0
1239,1972,Johnny Iuzzini,U.S.A.,2017,"Ocumare, Cuyagua",72.0,3.5
1240,1976,Johnny Iuzzini,U.S.A.,2017,"Tien Giang, Mekong Delta",65.0,3.5
1241,1980,Johnny Iuzzini,U.S.A.,2017,Camino Verde P.,70.0,3.5
1242,2008,Johnny Iuzzini,U.S.A.,2017,"Sambirano Valley, Batch 7",68.0,3.5
1243,2008,Johnny Iuzzini,U.S.A.,2017,"Costa Esmeralda, Batch 30",78.0,3.75
1244,2100,Johnny Iuzzini,U.S.A.,2018,"Anamalai, batch 8",66.0,3.0
1245,2104,Johnny Iuzzini,U.S.A.,2018,"Tumaco, batch 2",73.0,3.25
1246,2104,Johnny Iuzzini,U.S.A.,2018,"Tabaquite, batch 12",80.0,3.25
1247,1534,Jordis,Czech Republic,2015,Madagascar,63.0,2.75
1248,2458,Jordis,Czech Republic,2020,Chuao,75.0,2.75
1249,2218,Kad Kokoa,Thailand,2018,Chumphon,70.0,3.0
1250,2214,Kad Kokoa,Thailand,2018,Chantaburi,70.0,3.5
1251,2218,Kad Kokoa,Thailand,2018,Chiang Mai,70.0,3.5
1252,2218,Kad Kokoa,Thailand,2018,Prachuap Khiri Khan,70.0,3.75
1253,1069,Kah Kow,Dominican Republic,2013,"Rizek Cacao, Domin. Rep.",82.0,3.0
1254,1069,Kah Kow,Dominican Republic,2013,"Rizek Cacao, Domin. Rep.",55.0,3.25
1255,1073,Kah Kow,Dominican Republic,2013,"Rizek Cacao, Domin. Rep.",62.0,3.25
1256,1061,Kah Kow,Dominican Republic,2013,"Rizek Cacao, Cibao Valley, Rizek",70.0,3.5
1257,2498,Kah Kow,U.S.A.,2020,"Tireo, Rizek Historical Selection, single estate",68.0,3.75
1258,2498,Kah Kow,U.S.A.,2020,"La Magdalena, Rizek Historical S., single estate",70.0,3.75
1259,2502,Kah Kow,U.S.A.,2020,"West Indian, Rizek Historical S.",67.0,3.75
1260,2394,Kah Kow - USA,Dominican Republic,2019,El Antiguo (Monet Plata & Duarte ),70.0,3.0
1261,2454,Kah Kow - USA,U.S.A.,2019,"El Valle, Collection 01, Rizek",72.0,3.0
1262,2390,Kah Kow - USA,Dominican Republic,2019,Mata Larga,71.5,3.5
1263,2422,Kah Kow - USA,Dominican Republic,2019,"Dominican Nacional, Collection 01",68.0,3.75
1264,2454,Kah Kow - USA,U.S.A.,2019,"Los Bejucos, Collection 01, Rizek",65.0,3.75
1265,2338,Kaitxo,Spain,2019,"San Juan Coop, El Castillero",75.0,3.0
1266,2338,Kaitxo,Spain,2019,"Chulucanas, Piura, Cesar Vallejo-farmer",75.0,3.0
1267,2334,Kaitxo,Spain,2019,"Morogoro, Kamili, Kilombero Valley, batch 13",75.0,3.25
1268,387,Kakao,Germany,2009,Vanuatu,65.0,3.75
1269,837,Kakao,Germany,2012,Peru,64.0,2.5
1270,248,Kallari (Ecuatoriana),Ecuador,2008,Diego/ original micro,85.0,2.5
1271,263,Kallari (Ecuatoriana),Ecuador,2008,Cacao Nacional W.F.,75.0,2.5
1272,245,Kallari (Ecuatoriana),Ecuador,2008,Roberto,75.0,2.75
1273,248,Kallari (Ecuatoriana),Ecuador,2008,Diego 48hr/ W.F. blend prototype,85.0,2.75
1274,241,Kallari (Ecuatoriana),Ecuador,2008,Sisa 36hr/ W. F. blend prototype,70.0,3.0
1275,248,Kallari (Ecuatoriana),Ecuador,2008,Diego 60hr/ W.F. blend prototype,85.0,3.0
1276,269,Kallari (Ecuatoriana),Ecuador,2008,Cacao Nacional W.F.,85.0,3.0
1277,241,Kallari (Ecuatoriana),Ecuador,2008,Sisa's Secret/ original micro,70.0,3.5
1278,404,Kaoka (Cemoi),France,2009,Noir,70.0,2.75
1279,423,Kaoka (Cemoi),France,2009,Ecuador,80.0,2.75
1280,2708,Kasama,Canada,2021,"Davao, Mindanao, batch 24",70.0,3.25
1281,2708,Kasama,Canada,2021,"Karkar Island, Madong, batch 34",70.0,3.5
1282,1133,Kerchner,U.S.A.,2013,"La Red, Project Reserva, Guaconejo",70.0,3.75
1283,431,Ki' Xocolatl,Mexico,2009,Dark,72.0,2.0
1284,2478,Kin + Pod,Canada,2020,"Tumaco, batch 113",70.0,3.25
1285,1251,Kiskadee,U.S.A.,2014,"La Red, Guanconjeco",60.0,3.0
1286,1968,Krak,Amsterdam,2017,Belize,70.0,3.0
1287,1968,Krak,Amsterdam,2017,Vietnam,70.0,3.0
1288,2016,Krak,Amsterdam,2017,Xoconusco,70.0,3.25
1289,2064,Krak,Amsterdam,2018,Mava Sa Ferme D'ottange,70.0,3.0
1290,2068,Krak,Amsterdam,2018,Kablon Farm,70.0,3.25
1291,2044,Krak,Amsterdam,2018,"Xoconusco, triple turned",70.0,3.75
1292,2286,Krak,Netherlands,2019,H. Betulia B6,70.0,3.0
1293,2282,Krak,Amsterdam,2019,Gazelle,70.0,3.25
1294,1422,Kto,U.S.A.,2014,San Martin,72.0,2.5
1295,1422,Kto,U.S.A.,2014,Ocumare,72.0,2.75
1296,1422,Kto,U.S.A.,2014,Belize,72.0,3.0
1297,1422,Kto,U.S.A.,2014,Sambirano Valley,72.0,3.25
1298,1426,Kto,U.S.A.,2014,Belize,90.0,3.25
1299,1426,Kto,U.S.A.,2014,Elvesia,72.0,3.25
1300,1426,Kto,U.S.A.,2014,ROIG,72.0,3.25
1301,1852,K'ul,U.S.A.,2016,"Maranon, Fortunato No. 4",70.0,2.75
1302,1840,K'ul,U.S.A.,2016,"Kafupbo, Petit Bourg, De Borgnes",70.0,3.25
1303,1852,K'ul,U.S.A.,2016,"Bahia, Fazenda Camboa",70.0,3.75
1304,1852,K'ul,U.S.A.,2016,"Los Rios, Hacienda Limon, Heirloom",70.0,3.75
1305,1359,Kyya,U.S.A.,2014,Uganda,72.5,2.5
1306,1363,Kyya,U.S.A.,2014,Ecuador,72.5,2.5
1307,1359,Kyya,U.S.A.,2014,Hispaniola,72.5,3.0
1308,1363,Kyya,U.S.A.,2014,Madagascar,72.5,3.0
1309,451,L.A. Burdick (Felchlin),U.S.A.,2009,Bolivian,68.0,3.0
1310,431,L.A. Burdick (Felchlin),U.S.A.,2009,Madagascar,64.0,3.5
1311,597,L.A. Burdick (Felchlin),U.S.A.,2010,Venzuela,71.0,3.0
1312,576,L.A. Burdick (Felchlin),U.S.A.,2010,Grenada,75.0,3.25
1313,576,L.A. Burdick (Felchlin),U.S.A.,2010,Dominican Republic,74.0,3.75
1314,682,L.A. Burdick (Felchlin),U.S.A.,2011,Quito,74.0,3.75
1315,891,L.A. Burdick (Felchlin),U.S.A.,2012,Peru,74.0,3.25
1316,927,L.A. Burdick (Felchlin),U.S.A.,2012,Chuao,68.0,3.75
1317,891,L.A. Burdick (Felchlin),U.S.A.,2012,Brazil,70.0,4.0
1318,2426,La Cascade du Chocolat,U.S.A.,2019,"Fiji, batch 51019",68.0,3.0
1319,1892,La Chocolaterie Nanairo,Japan,2016,"Lumas, 2015 Harvest, Batch 6, brown sugar",70.0,2.25
1320,1892,La Chocolaterie Nanairo,Japan,2016,"Lumas, 2015 Harvest, Batch 7",70.0,2.5
1321,1892,La Chocolaterie Nanairo,Japan,2016,"Belize, 2014 Harvest, Batch 9",70.0,3.0
1322,1892,La Chocolaterie Nanairo,Japan,2016,"Tumbes, 2013 Harvest, Batch 8",70.0,3.0
1323,2138,La Chorena,U.S.A.,2018,Oko Caribe,70.0,3.0
1324,2138,La Chorena,U.S.A.,2018,Maranon,75.0,3.0
1325,2138,La Chorena,U.S.A.,2018,"Maya Mtn, Toledo",70.0,3.25
1326,2138,La Chorena,U.S.A.,2018,"Lachua, Cacao Verapaz",70.0,3.25
1327,2254,La Feverie (Hasnaa),France,2018,"Maya Mtn, 2017 harvest",70.0,3.5
1328,2254,La Feverie (Hasnaa),France,2018,"Asochivite, 2017 harvest",70.0,3.5
1329,2358,La Feverie (Hasnaa),France,2019,"Piura Blanco, 2018 harvest",72.0,3.5
1330,230,La Maison du Chocolat (Valrhona),France,2008,"Cuana, 2008, Ven., Indonesia, Ecuad.",74.0,3.5
1331,439,La Maison du Chocolat (Valrhona),France,2009,Kuruba,60.0,3.0
1332,346,La Maison du Chocolat (Valrhona),France,2009,Akosombo,68.0,3.25
1333,346,La Maison du Chocolat (Valrhona),France,2009,"Porcelana, Pariguan",69.0,3.5
1334,445,La Maison du Chocolat (Valrhona),France,2009,Orinoco,60.0,3.75
1335,741,La Maison du Chocolat (Valrhona),France,2011,Grenada,68.0,3.5
1336,891,La Maison du Chocolat (Valrhona),France,2012,Loma Sotavento,66.0,3.5
1337,1121,La Maison du Chocolat (Valrhona),France,2013,"Cuana, 2013, Africa, Carribean, C. Am.",74.0,2.75
1338,1145,La Maison du Chocolat (Valrhona),France,2013,Tobago,60.0,3.25
1339,1189,La Maison du Chocolat (Valrhona),France,2013,"Acarigua, w/ nibs",56.0,3.25
1340,721,La Oroquidea,Peru,2011,Peruvian Amazon,72.0,2.5
1341,713,La Pepa de Oro,Ecuador,2011,Vinces,60.0,3.25
1342,2186,La Rifa,Mexico,2018,"Xoconusco, Chiapas, Coop CASFA",70.0,3.0
1343,2182,La Rifa,Mexico,2018,"Almendra Blanca, Blanco Marfil, Jimenez Garcia",70.0,3.5
1344,2186,La Rifa,Mexico,2018,"Uranga, Chiapas, Jimenez Garcia farm",70.0,3.5
1345,1434,Laia aka Chat-Noir,France,2014,Cuba,70.0,2.75
1346,1438,Laia aka Chat-Noir,France,2014,Trinidad-Tobago,68.0,2.75
1347,1590,Laia aka Chat-Noir,France,2015,"Madagascar, Batch 59/100",75.0,2.75
1348,1590,Laia aka Chat-Noir,France,2015,"Vietnam, Batch 50/100",75.0,2.75
1349,1590,Laia aka Chat-Noir,France,2015,"Cuba, Batch 59/100",75.0,3.0
1350,1594,Laia aka Chat-Noir,France,2015,"Ivory Coast, Batch 56/100",75.0,3.0
1351,1590,Laia aka Chat-Noir,France,2015,"Peru, Batch 51/100",75.0,3.25
1352,1642,Laia aka Chat-Noir,France,2015,"Bahia, Batch 148",75.0,3.25
1353,1638,Laia aka Chat-Noir,France,2015,"Sao Tome, Batch 151",75.0,3.5
1354,1642,Laia aka Chat-Noir,France,2015,"Lam Dong, Batch 153",75.0,3.75
1355,927,Lajedo do Ouro,Brazil,2012,Catongo,70.0,3.5
1356,327,Lake Champlain (Callebaut),U.S.A.,2009,Tanzania,75.0,2.5
1357,833,L'Amourette,U.S.A.,2012,Carenero Superior,75.0,3.0
1358,833,L'Amourette,U.S.A.,2012,Rio Caribe,75.0,3.0
1359,853,L'Amourette,U.S.A.,2012,"Peru, Ecuador, Venezuela",72.0,3.0
1360,1784,L'Amourette,U.S.A.,2016,Rugoso,80.0,3.5
1361,2048,Land,U.K.,2018,Nueva Guinea,71.0,3.0
1362,2048,Land,U.K.,2018,San Pedro Sula,70.0,3.25
1363,2048,Land,U.K.,2018,"Nicaliso, Bocay",73.0,3.5
1364,1972,Landmark (Amano),U.S.A.,2017,"Tranquilidad, Itinez Province",74.0,3.75
1365,2266,Legast,Belgium,2019,"Chucuri, finca los lagos el Carmen",70.0,2.75
1366,2262,Legast,Belgium,2019,Upala,70.0,3.25
1367,2266,Legast,Belgium,2019,Piura,70.0,3.5
1368,1371,Letterpress,U.S.A.,2014,Maranura,70.0,3.5
1369,1566,Letterpress,U.S.A.,2015,San Andres,70.0,3.0
